id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
44664,66,2006-09-17,11,16,183,1,CERVECERIA ENTRE ENCINAS Y OLI,CAFETERIAS,SNACKS,RESTAURANTE
62151,28,2008-11-28,48,12,45,E.S BALDOMERO JAVEGA,GASOLINERAS,COCHE
13729,15,2011-04-02,14,15,67,55,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
8725,6,2005-09-24,56,13,66,47,VAIT,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
6041,4,2011-06-05,11,19,19,JOSE DELGADO ESTILISTAS S.L,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
8260,6,2003-11-23,29,16,101,12,TAPENADE,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
2664,83,2009-06-22,32,16,183,05,REST. MOA#A,RESTAURANTES RESTO,RESTAURANTE
56100,80,2007-12-13,40,15,15,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
28759,36,2003-06-29,40,16,141,41,TXISTU ASADOR,RESTAURANTES RESTO,RESTAURANTE
69500,11,2004-06-14,32,14,184,3,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
7777,5,2010-08-12,31,16,45,H.BARCELO COSTA VASCA PAR,BARCELO HOTELES,HOTEL
21038,26,2006-09-28,50,20,56,5,RESTAURANTE LAS ESPARTERA,RESTAURANTES RESTO,RESTAURANTE
22139,25,2005-08-01,22,16,39,59,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
46244,66,2011-08-10,46,15,7,98,,INSTRUMENTOS MUSICALES,COMPRA BIENES
32585,44,2004-12-05,22,13,45,09,SARAS ENERGIA,GASOLINERAS,COCHE
29033,39,2008-05-13,39,21,92,5,REST. RINCON DEL PUERTO,RESTAURANTES RESTO,RESTAURANTE
58038,81,2010-12-31,19,16,59,2,PIZZERIA LA MAMMA,RESTAURANTES RESTO,RESTAURANTE
30899,40,2007-12-16,35,23,107,5,RESTAURANTE BERGANTE,RESTAURANTES RESTO,RESTAURANTE
37666,56,2005-07-19,50,15,44,65,DESPROSA,S.A.,ESPECTACULOS Y DEPORTES,SALIDAS
56619,80,2009-04-22,38,14,116,5,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
11341,69,2003-02-19,47,14,53,ESMOSA,GASOLINERAS,COCHE
66198,59,2007-08-12,42,17,54,88,NH LA RESERVA,NH HOTELES,HOTEL
6112,4,2011-08-07,48,15,10,PORCHE BASILICA, S.L.,RESTAURANTES RESTO,RESTAURANTE
37776,56,2007-04-09,32,14,616,EL BALCON,RESTAURANTES RESTO,RESTAURANTE
71574,10,2003-09-07,32,15,126,CASLAFLOR,DIRECT MARKETING-CATALOG MERCHANT,DIRECT MARKETING
64296,61,2007-04-08,56,15,92,91,,GRAN ALMACEN (A),COMPRA BIENES
10447,8,2010-10-29,18,18,44,2,CAL POWER,G.SUPERFICIES DE JUGUETES Y DEPORTES,SUPERMERCADO
6663,5,2005-07-14,59,13,36,4,FNAC CALLAO,FNAC,LIBRERIA
52061,77,2008-10-30,27,15,4,8,PK VELAZQUEZ AYALA,GARAJES Y APARCAMIENTOS,COCHE
75407,79,2010-02-23,27,15,58,29,,RESTAURANTES RESTO,RESTAURANTE
66585,59,2011-01-06,27,23,164,14,REAL CAFE BERNABEU,VENTA A DIST.RESTAURAC.Y COMIDA RAPIDA,RESTAURANTE
56265,80,2008-05-02,41,16,101,59,RESTAURANTE EL REY SABIO,RESTAURANTES RESTO,RESTAURANTE
28658,35,2011-09-27,44,22,600,,CAJEROS AUTOMATICOS,CA$H
10812,12,2008-06-19,22,15,64,3,RESTAURANTE DON SANCHO,RESTAURANTES RESTO,RESTAURANTE
74578,52,2007-08-18,46,17,74,CAMPO DE GOLF EL PUERTO,ESPECTACULOS Y DEPORTES,SALIDAS
48183,71,2003-04-07,7,16,57,2,RESTAURANTE TERRA A NOSA,RESTAURANTES RESTO,RESTAURANTE
35365,49,2004-10-24,37,15,65,19,EL BULEVAR,RESTAURANTES RESTO,RESTAURANTE
33963,44,2011-09-01,33,12,25,MUNDO PDA,ELECTRODOMESTICOS,EQUIPOS ELECTRICOS,HOGAR
41293,64,2011-10-30,51,10,51,2,ROZAS INDUSTRIAL.LAS MATA,GASOLINERAS,COCHE
22872,29,2005-08-15,44,12,157,22,GRAND HOTEL ANTHELIA PARK,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
61920,28,2008-03-06,55,17,14,69,CLAVE CONTADO ENTRADAS,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
33557,44,2009-10-23,49,1,410,IBIZA 41,RESTAURANTES RESTO,RESTAURANTE
15980,19,2003-12-09,46,16,114,25,,CAFETERIAS,SNACKS,RESTAURANTE
44417,63,2003-04-26,6,20,70,62,CANAL DE EDITORIALES S A,LIBRERIAS PAPELERIAS NIVEL 4,LIBRERIA
47274,68,2004-06-11,52,13,89,5,CESTERIA KUKY,MUEBLES,ANTIGUEDADES Y GALERIAS DE ARTE,HOGAR
62705,28,2011-02-05,1,18,235,44,RESTAURANTE TØAMERO,RESTAURANTES RESTO,RESTAURANTE
23671,29,2009-01-03,32,3,83,94,C.VETERINARIA GUADARRAMA,VETERINARIA (VENTA Y CURA DE ANIMALES),SALUD
39059,60,2008-01-15,2,21,46,SPOTT,RESTAURANTES RESTO,RESTAURANTE
29482,39,2011-02-12,5,16,150,HOTEL ADLER,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
68420,50,2005-09-19,39,13,500,,CAJEROS AUTOMATICOS,CA$H
49377,73,2006-07-26,42,15,18,5,VINOS FINOS Y TAPAS FINAS,RESTAURANTES RESTO,RESTAURANTE
53270,78,2005-09-23,33,12,46,52,LIBRERIA BENEDETTI,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
58339,82,2010-04-01,29,14,92,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
36920,48,2010-12-28,8,23,84,75,RESTAURANTE EL PESCADOR,RESTAURANTES RESTO,RESTAURANTE
45183,66,2008-07-02,23,15,2,7,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
21515,26,2009-08-02,40,23,248,24,RESTAURANT PORTO RUBAIYAT,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
3014,4,2004-01-13,36,15,105,RESTAURANTE LA TRUCHA,RESTAURANTES RESTO,RESTAURANTE
66733,55,2003-04-11,39,17,2072,RUSTIKA DECORACION,MUEBLES,ANTIGUEDADES Y GALERIAS DE ARTE,HOGAR
45383,66,2009-01-30,0,12,299,CORTEFIEL 207,CORTEFIEL_( CADENA ),ROPA
24935,30,2009-06-04,22,16,26,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
2360,83,2007-07-22,40,15,8,6,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
59913,54,2009-06-24,43,15,84,55,TONY ROMAS S,RESTAURANTES RESTO,RESTAURANTE
27905,35,2006-01-17,57,15,94,47,PREAMAR SL,RESTAURANTES RESTO,RESTAURANTE
19025,23,2007-07-17,31,15,7,19,EGUISA OQUENDO,GARAJES Y APARCAMIENTOS,COCHE
18203,23,2004-01-16,12,14,30,38,ALCOBENDAS - AV MARQ,GASOLINERAS,COCHE
44455,63,2003-09-27,39,16,193,33,REST TUBAL,RESTAURANTES RESTO,RESTAURANTE
72559,72,2005-03-21,33,14,269,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
70839,9,2007-04-23,20,15,300,,TOURIST ATTRACTIONS AND EXHIBITS,VIAJE
16740,20,2004-06-09,8,15,40,E.S. HERRERIA,S.A.,GASOLINERAS,COCHE
8910,6,2006-03-16,46,22,78,11,ATEK INTEGRAL, S.L.,CAFETERIAS,SNACKS,RESTAURANTE
52320,77,2009-10-24,3,14,6,25,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
30693,40,2007-05-30,32,23,33,25,ENTREVINOS,RESTAURANTES RESTO,RESTAURANTE
46680,67,2009-12-16,12,14,64,16,ESTACION DE SERVICIO ALCA,GASOLINERAS,COCHE
68,1,2003-07-23,38,15,68,2,,DIRECT MARKETING-DIRECT MARKETERS,NOT EL,DIRECT MARKETING
46766,67,2010-08-04,1,11,63,CEDIPSA 04160-1 U.S.PASEO,CEPSA,COCHE
435,1,2006-06-01,45,16,138,47,RESTAURANTE EL AMPARO,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
41694,65,2004-04-09,40,17,45,ENTREMARES OCIO Y SAL,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
22245,25,2006-06-11,22,16,135,67,CLUB ALLARD,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
45093,66,2008-03-17,20,15,842,,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
31281,40,2009-04-17,2,16,96,62,RESTAURANTE DANTXARI,RESTAURANTES RESTO,RESTAURANTE
10459,8,2010-11-17,40,15,30,39,TRATTORIA,RESTAURANTES RESTO,RESTAURANTE
37566,56,2003-11-24,48,23,104,45,RESTAURANTE LA PALOMA,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
59878,54,2009-05-02,52,10,35,THE GREEN,JUGUETES, ARTICULOS DEPORTIVOS,COMPRA BIENES
23601,29,2008-10-17,57,19,109,5,LUJANS MAURO,PELETERIAS,COMPRA BIENES LUJO
59754,54,2008-09-03,17,12,463,67,PERFUMERIA FRANCISCO PRIETO,G.SUPERFICIES DE DROGUERIA Y PERFUMERIA,SUPERMERCADO
52919,77,2011-10-27,26,21,54,72,SHELL POZUELO,DISA,COCHE
11007,12,2009-06-21,57,9,211,35,P. DE TORDESILLAS,PARADORES NACIONALES,HOTEL
13765,15,2011-06-11,28,15,50,NACINCO 47 SL,GASOLINERAS,COCHE
50907,73,2010-03-21,54,9,31,89,FCIA ABASCAL DIAZ,FARMACIAS,SALUD
3050,4,2004-03-31,53,20,11,92,ALCAMPO-PIO XII,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
66927,55,2004-10-25,40,15,41,79,SIERRA HOTEL D.V. SL,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
56564,80,2009-03-06,39,16,121,5,EL RINCON DE JAEN,RESTAURANTES RESTO,RESTAURANTE
5883,4,2011-01-04,5,1,150,PAN DE LUJO,RESTAURANTES RESTO,RESTAURANTE
63729,61,2004-12-25,46,18,62,ALTOIL,GASOLINERAS,COCHE
19547,23,2009-10-22,27,16,83,33,DA NICOLA GRAN VIA,RESTAURANTES RESTO,RESTAURANTE
70604,9,2005-10-31,34,11,232,6,GR MELIA VOLCAN LANZAROTE,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
20089,24,2008-09-07,57,16,172,SE¬ORIO DE ALCOCER,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
47581,68,2005-04-25,48,14,13,39,ENTRADAS.COM,ESPECTACULOS Y DEPORTES,SALIDAS
11777,69,2005-10-30,34,15,19,7,HOSTELERIA PAR SL,RESTAURANTES RESTO,RESTAURANTE
53823,78,2007-11-12,44,16,14,8,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
1245,1,2009-12-17,10,17,308,64,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
52242,77,2009-07-16,52,14,67,87,E.S. JACINTO NIETO E HIJOS,GASOLINERAS,COCHE
12591,15,2006-12-12,31,17,130,,RESTAURANTES RESTO,RESTAURANTE
42153,65,2005-09-23,23,19,54,9,PULL AND BEAR,GRUPO ZARA,ROPA
1051,1,2009-03-11,23,17,159,11,RESTAURANTE LA MAQUINA,RESTAURANTES RESTO,RESTAURANTE
35864,49,2009-11-16,36,18,25,LA BUENA VIDA,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
26797,32,2011-08-20,10,14,6,9,PKDIEGOL,GARAJES Y APARCAMIENTOS,COCHE
12662,15,2007-02-11,17,17,2,79,APARCAMIENTO MONTALBAN,GARAJES,RESTO DE APARCAMIENTOS,COCHE
6751,5,2005-12-21,23,15,6,4,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
54949,80,2004-09-18,8,16,20,CAFETERIA LASO,CAFETERIAS,SNACKS,RESTAURANTE
38174,58,2010-03-14,38,18,155,BURBERRY,CONFECCION TEXTIL EN GENERAL,ROPA
29627,39,2011-12-10,17,14,21,96,,INSTRUMENTOS MUSICALES,COMPRA BIENES
13468,15,2009-12-10,33,17,185,REST CASA LUCIO,RESTAURANTES RESTO,RESTAURANTE
47503,68,2005-02-03,38,17,-13,19,ALCAMPO28029 - VAGUADA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
31218,40,2009-01-06,17,22,4,5,LAS VINAS,RESTAURANTES RESTO,RESTAURANTE
19137,23,2007-11-21,43,16,118,SIDRERIA DONOSTI,RESTAURANTES RESTO,RESTAURANTE
7241,5,2008-01-25,19,11,40,E.S. DAVID OIL, S.L.,C.A.M.P.S.A.,COCHE
67670,14,2003-09-20,49,9,500,,CAJEROS AUTOMATICOS,CA$H
39768,60,2010-05-02,54,21,7,44,TAXI LICENCIA 11600,TAXIS,COCHE
33345,44,2008-08-28,11,18,65,01,CEPSA 19312-1 EL PROVENCI,CEPSA,COCHE
23550,29,2008-08-11,24,0,26,72,TENGELMANN ESPA#A S.A.,CARREFOUR,SUPERMERCADO
7767,5,2010-07-27,41,19,36,72,HOTEL URBAN,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
57594,80,2011-08-16,0,16,86,VENTA RASQUILLA,RESTAURANTES RESTO,RESTAURANTE
4118,4,2007-06-18,26,12,13,98,ALCAMPO-PIO XII,ALCAMPO,SUPERMERCADO
62876,28,2011-08-15,26,15,56,11,,VENTA DE COMBUSTIBLE A DOMICILIO,COCHE
19098,23,2007-10-15,8,19,6,4,METRO DE MADRID, S.A.,METRO,TREN
27797,35,2005-04-01,38,0,355,98,AMIOCAR HOSTELERIA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
34558,46,2010-04-05,44,16,411,95,LA AFICION S L,RESTAURANTES RESTO,RESTAURANTE
40238,60,2011-12-05,16,19,10,94,PASTELERIA MALLORCA,RESTAURANTES RESTO,RESTAURANTE
28423,35,2009-11-03,44,22,600,,CAJEROS AUTOMATICOS,CA$H
7212,5,2007-12-11,40,23,203,19,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
5816,4,2010-10-29,0,17,33,88,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
72153,10,2007-01-02,15,9,100,,CAJEROS AUTOMATICOS,CA$H
24519,30,2007-07-12,7,15,71,19,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
14625,17,2007-04-22,54,13,420,HABITAT,GRAN ALMACEN (A),COMPRA BIENES
29443,39,2010-11-07,43,22,160,RESTAURANTE GOIZEKO WELLI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
5040,4,2009-05-13,40,14,12,89,VIPS CAF. PPE. VERGAR,VIPS,MISC
75198,57,2003-06-15,9,16,86,R. DIFUSION,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
24499,30,2007-06-01,58,14,126,37,RESTAURANTE EL PUCHERO,RESTAURANTES RESTO,RESTAURANTE
46519,67,2008-05-10,53,16,205,27,LA ALBUFERA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
33093,44,2007-05-29,28,10,32,34,LIBERIA MIRAGUANO,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
74704,75,2009-03-13,37,16,98,87,LA ESPANOLA,RESTAURANTES RESTO,RESTAURANTE
71987,10,2006-01-13,27,15,990,44,,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
6080,4,2011-07-12,20,17,56,EL CAMINO REAL DE SILOS S.L.,RESTAURANTES RESTO,RESTAURANTE
23552,29,2008-08-15,46,10,80,69,MARBLAU,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
13678,15,2010-12-22,51,8,78,09,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
9133,6,2006-12-11,1,10,81,97,E.S. GARCIA NOBLEJAS, S.L,C.A.M.P.S.A.,COCHE
1758,2,2005-12-06,39,15,51,95,ESPORTS EUROPRIX,JUGUETES, ARTICULOS DEPORTIVOS,COMPRA BIENES
49866,73,2007-10-23,49,13,38,95,FNAC CALLAO,FNAC,LIBRERIA
48019,68,2006-08-02,45,16,169,05,LA TACITA DE JUAN,RESTAURANTES RESTO,RESTAURANTE
37563,56,2003-11-05,20,16,164,77,RESTAURTE LA MAQUINA,RESTAURANTE RESTO NIVEL 4,RESTAURANTE
11031,12,2009-07-13,20,15,134,44,IBERIA,IBERIA,AVION
34791,46,2011-10-11,37,16,68,69,GINOS CIUDAD LINEAL,VIPS,MISC
4073,4,2007-05-09,59,16,235,39,HILTON VALENCIA.- H P C, S.L.,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
48232,71,2003-09-29,42,9,300,,CAJEROS AUTOMATICOS,CA$H
68037,50,2003-04-07,51,15,18,39,FERRETERIAS FERROMAR SL,FERRETERIA,BRICOLAJE,MENAJE DEL HOGAR,HOGAR
45176,66,2008-06-21,44,12,291,66,HOLIDAY INN VALENCIA,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
34939,47,2010-07-23,40,19,60,FUENTECAPALA,CONFECCION TEXTIL EN GENERAL,ROPA
35193,47,2011-09-09,50,13,50,ACOSTA BOUTIQUE S.A.,PIEL(EXCL.PELETERIAS)ANTE,NAPA Y CUERO,COMPRA BIENES LUJO
13612,15,2010-08-28,56,20,66,5,E.S. RIO SECO,C.A.M.P.S.A.,COCHE
10328,8,2010-03-01,11,16,11,94,TIENDA VIPS  GENOVA,VIPS,MISC
41688,65,2004-04-04,6,17,234,REST. MOA#A,RESTAURANTE RESTO NIVEL 4,RESTAURANTE
59868,54,2009-04-21,22,23,150,MENTA Y CANELA,RESTAURANTES RESTO,RESTAURANTE
235,1,2004-11-21,40,16,105,94,REST EL ESPIGON,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
664,1,2007-07-29,28,15,257,07,IBERIA,IBERIA,AVION
59070,54,2005-03-28,1,16,318,73,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
71716,10,2004-07-08,40,14,30,MC EDICIONES SA,SUSCRIPCIONES A PUBLICACIONES PERIODICAS,LIBRERIA
14845,17,2008-11-09,39,15,149,3,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
69585,11,2004-12-29,42,14,199,05,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
12467,70,2006-12-03,48,15,710,,AGENCIAS DE VIAJES,VIAJE
41627,65,2004-02-09,4,16,9,6,PUB GAUDI,CLUBS,SALAS FIESTA,PUBS,DISCOTECAS,BARES,SALIDAS
36874,48,2010-10-16,57,13,70,E.S. YUNCOS,C.A.M.P.S.A.,COCHE
45307,66,2008-11-05,27,15,6,19,APARCAMIENTO CORTES,GARAJES Y APARCAMIENTOS,COCHE
25499,31,2003-03-07,57,13,49,E. S. HIPODROMO,C.A.M.P.S.A.,COCHE
44452,63,2003-09-24,13,12,54,45,CANAL DE EDITORIALES S A,LIBRERIAS PAPELERIAS NIVEL 4,LIBRERIA
42708,65,2007-09-01,24,1,48,54,EST SERV SHELL,GASOLINERAS,COCHE
38594,58,2011-11-29,28,19,36,MESON CARAQUIZ,RESTAURANTES RESTO,RESTAURANTE
65879,59,2004-11-09,20,15,6,9,VINCI PARK PRINCESA,GARAJES Y APARCAMIENTOS,COCHE
5649,4,2010-05-19,36,16,12,14,GRAN CIRCULO DE MADRID (CASINO,NH HOTELES,HOTEL
52301,77,2009-10-02,43,19,60,SHELL POZUELO,GASOLINERAS,COCHE
59583,54,2007-10-18,51,16,327,CASA MUNDI,RESTAURANTES RESTO,RESTAURANTE
62875,28,2011-08-15,26,15,34,27,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
61528,28,2006-09-16,55,14,60,AGIP-LAS PALMERAS,AGIP,COCHE
30893,40,2007-12-11,45,15,-31,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
32421,44,2003-10-28,58,12,86,3,DISCOWEB,VENTA DIST.LIBROS,DISCOS,VIDEOS ,CD'S,LIBRERIA
16097,19,2004-06-14,30,15,162,11,IBERIA,LINEAS AEREAS,AVION
63155,76,2004-02-22,28,15,96,CETURSA TAQUILLAS,ESTACIONES DE ESQUI,DEPORTE
11866,69,2006-04-17,14,15,7,5,HOSTELERIA PAR SL,RESTAURANTES RESTO,RESTAURANTE
33919,44,2011-07-13,38,21,83,NISA (H 24) MACARSA,GASOLINERAS,COCHE
61554,28,2006-10-21,34,1,51,25,LA VACA ARGENTINA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
52005,77,2008-09-03,18,9,102,81,CEDIPSA 17600-1 SESE¬A I,CEPSA,COCHE
42435,65,2006-08-31,52,13,30,95,UPPER PLEAMAR,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
13954,16,2003-10-13,52,16,73,4,LA CHALANA,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
1258,1,2010-01-02,9,8,16,CLUB DE GOLF LA RESERVA TIENDA,NH HOTELES,HOTEL
40080,60,2011-04-07,43,16,54,RESTAURANTE BICE,VIPS,MISC
74543,52,2007-07-02,50,15,59,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
72281,72,2003-04-28,56,13,54,5,RENFE 001,R.E.N.F.E.,TREN
40313,64,2003-11-30,18,14,100,,CAJEROS AUTOMATICOS,CA$H
58873,54,2004-01-13,12,0,155,RESTAURANTE ZALACAIN,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
55848,80,2007-04-11,55,14,15,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
38659,60,2006-11-28,38,20,65,75,MALLORCA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
20321,24,2010-11-10,59,9,18,35,JESUS GARCIA CARMONA,TAXIS,COCHE
5872,4,2010-12-15,3,12,8,5,FARMACIA JORGE JUAN,FARMACIAS,SALUD
26758,32,2011-07-21,16,16,163,69,CAFETERIA SAMM,RESTAURANTES RESTO,RESTAURANTE
25501,31,2003-03-15,9,11,92,59,ARROCERIA BALEAR,RESTAURANTES RESTO,RESTAURANTE
4051,4,2007-04-18,27,15,40,29,,FARMACIAS,SALUD
75112,57,2003-01-12,56,1,153,TOD.S,ZAPATERIAS,ROPA
58445,82,2010-09-03,19,10,50,04,GPV RIOS ROSAS,C.A.M.P.S.A.,COCHE
72437,72,2004-06-28,1,17,228,99,MILLAN TRAVEL SA,AGENCIAS DE VIAJES,VIAJE
23702,29,2009-03-10,45,15,23,NAPAG MANAGEMENT,RESTAURANTES RESTO,RESTAURANTE
40456,64,2006-01-29,45,16,89,87,HOTEL ABBA MADRID,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
8958,6,2006-05-12,46,12,40,25,ES BOADILLA,GASOLINERAS,COCHE
11133,12,2009-12-28,20,15,134,44,IBERIA,IBERIA,AVION
1691,2,2005-07-04,37,15,133,33,EL CORTE INGLES-HIPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
62153,28,2008-11-28,38,17,32,04,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
68016,50,2003-02-28,21,13,118,83,VINOTECA LANDA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
17090,20,2006-01-01,51,16,124,93,RESTAURANTE ESTEBAN,RESTAURANTES RESTO,RESTAURANTE
26749,32,2011-07-18,18,19,144,97,GPV ALFONSO XIII,C.A.M.P.S.A.,COCHE
28302,35,2008-12-12,31,20,600,,CAJEROS AUTOMATICOS,CA$H
22030,27,2003-08-04,35,16,189,38,HOTEL RITZ,HOTELES 4/5 ESTR NIVEL3,HOTEL
32666,44,2005-02-14,41,15,106,41,BAR RTE. EL SOPORTAL,RESTAURANTES RESTO,RESTAURANTE
24569,30,2007-09-01,59,12,32,CEDIPSA 33272-2 EL PARDO,CEPSA,COCHE
61237,28,2005-10-21,25,14,17,1,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
49580,73,2007-01-31,1,15,18,FINOS Y FINAS,RESTAURANTES RESTO,RESTAURANTE
28652,35,2011-09-12,14,14,600,,CAJEROS AUTOMATICOS,CA$H
7322,5,2008-05-04,33,11,30,67,HOTEL EL CONQUISTADOR,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
26478,32,2011-02-23,50,2,55,GREEMOIL SAN SEBASTIAN SL,GASOLINERAS,COCHE
35586,49,2007-07-27,56,22,24,29,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
44331,62,2011-05-05,38,15,15,43,,GROCERY STORES, SUPERMARKETS,SUPERMERCADO
67035,55,2005-10-06,8,14,134,39,RENFE 001,R.E.N.F.E.,TREN
61658,28,2007-03-30,21,14,450,NATUZZI,MUEBLES,ANTIGUEDADES Y GALERIAS DE ARTE,HOGAR
64851,61,2009-11-26,39,16,204,1,GAZTELUBIDE,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
3424,4,2005-08-23,42,15,52,75,EST.SERV. TRES COLUMNAS,,GASOLINERAS,COCHE
20854,26,2005-09-27,56,17,36,MORALEJA NAILS,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
13836,15,2011-11-03,45,16,120,REST JAI ALAI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
66913,55,2004-08-31,21,23,46,22,COCINA ASIATICA THE GARDEN,RESTAURANTES RESTO,RESTAURANTE
18031,21,2011-04-10,11,11,83,9,RENFE 001,R.E.N.F.E.,TREN
15212,17,2010-09-04,4,16,310,HOTEL R. CURRITO,RESTAURANTES RESTO,RESTAURANTE
45765,66,2010-04-14,26,15,278,88,IBERIA,IBERIA,AVION
65110,74,2005-04-20,6,18,600,,CAJEROS AUTOMATICOS,CA$H
2950,3,2006-07-13,36,16,124,55,TIKIGRILL,RESTAURANTES RESTO,RESTAURANTE
38001,56,2009-11-07,10,23,96,BAR MERCHAN,RESTAURANTES RESTO,RESTAURANTE
57786,81,2010-05-01,24,15,10,1,TAXI DE MADRID 11770,TAXIS,COCHE
43337,65,2009-08-12,16,19,140,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
52214,77,2009-06-03,0,17,161,25,RESTAURANTE EL CACIQUE,RESTAURANTES RESTO,RESTAURANTE
67849,14,2007-05-13,34,10,600,,CAJEROS AUTOMATICOS,CA$H
60067,54,2010-03-09,58,15,83,EL VENTORRO,RESTAURANTES RESTO,RESTAURANTE
45114,66,2008-03-23,46,15,60,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
